aqi,co,co_8hr,county,datacreationdate,latitude,longitude,no,no2,nox,o3,o3_8hr,pm10,pm10_avg,pm2.5,pm2.5_avg,pollutant,siteid,sitename,so2,so2_avg,status,unit,winddirec,windspeed
66,0.36,0.4,臺中市,2022/3/24 23:00,24.162197,120.616917,0.6,18,18.7,23.5,25,43,38,27,22,細懸浮微粒,32,西屯,1.1,0,普通,,347,1
64,0.54,0.4,臺中市,2022/3/24 22:00,24.162197,120.616917,3.3,27,30.3,10.7,26,38,38,24,21,細懸浮微粒,32,西屯,0.9,0,普通,,33,1.2
61,0.61,0.3,臺中市,2022/3/24 21:00,24.162197,120.616917,1.4,33.3,34.8,5.7,27,41,37,23,20,細懸浮微粒,32,西屯,0.8,0,普通,,348,0.4
58,0.51,0.3,臺中市,2022/3/24 20:00,24.162197,120.616917,0.4,25.6,26.1,17.7,28,41,36,18,18,細懸浮微粒,32,西屯,0.8,0,普通,,325,0.6
56,0.33,0.4,臺中市,2022/3/24 19:00,24.162197,120.616917,0.5,15.6,16.2,36.6,27,45,34,21,18,細懸浮微粒,32,西屯,0.8,0,普通,,16,0.4
53,0.29,0.4,臺中市,2022/3/24 18:00,24.162197,120.616917,0.9,17.7,18.7,37.9,23,42,30,20,16,細懸浮微粒,32,西屯,0.7,0,普通,,17,1.6
52,0.29,0.4,臺中市,2022/3/24 17:00,24.162197,120.616917,2.1,21,23.2,35.3,19,38,27,17,16,細懸浮微粒,32,西屯,1,0,普通,,357,2.2
53,0.29,0.5,臺中市,2022/3/24 16:00,24.162197,120.616917,2.3,16.8,19.2,38.8,17,34,25,15,16,細懸浮微粒,32,西屯,1.1,0,普通,,21,2
54,0.34,0.5,臺中市,2022/3/24 15:00,24.162197,120.616917,6.6,23.9,30.5,30.1,15,25,23,16,17,細懸浮微粒,32,西屯,0.9,0,普通,,32,2.6
55,0.38,0.5,臺中市,2022/3/24 14:00,24.162197,120.616917,6.2,26.1,32.4,19.9,15,27,23,19,17,細懸浮微粒,32,西屯,0.9,0,普通,,19,1.7
56,0.7,0.4,臺中市,2022/3/24 13:00,24.162197,120.616917,21,38.9,60,8.9,16,33,21,24,16,二氧化氮,32,西屯,1.3,0,普通,,232,1.4
56,0.71,0.4,臺中市,2022/3/24 12:00,24.162197,120.616917,24.9,38.8,63.7,9.3,19,25,17,21,13,二氧化氮,32,西屯,1.8,0,普通,,148,0.5
55,0.66,0.3,臺中市,2022/3/24 11:00,24.162197,120.616917,32.1,37.7,69.9,6.1,22,28,15,22,11,二氧化氮,32,西屯,1.3,0,普通,,105,1.3
47,0.58,0.3,臺中市,2022/3/24 10:00,24.162197,120.616917,12.5,28.5,41,11.3,25,17,12,11,8,,32,西屯,1.1,0,良好,,129,0.4
40,0.47,0.2,臺中市,2022/3/24 09:00,24.162197,120.616917,4.8,24.6,29.4,15.6,27,13,12,8,8,,32,西屯,1,0,良好,,57,0.5
28,0.32,0.2,臺中市,2022/3/24 08:00,24.162197,120.616917,1.6,15.1,16.7,26,29,13,12,8,9,,32,西屯,0.7,0,良好,,358,1.3
29,0.23,0.2,臺中市,2022/3/24 07:00,24.162197,120.616917,0.6,15.3,15.9,29.1,29,14,11,7,9,,32,西屯,0.8,0,良好,,28,3.3
29,0.22,0.2,臺中市,2022/3/24 06:00,24.162197,120.616917,0.4,11.7,12.1,27,30,14,11,11,9,,32,西屯,1.1,0,良好,,37,1.5
29,0.22,0.2,臺中市,2022/3/24 05:00,24.162197,120.616917,0.3,11.9,12.3,29.2,31,13,10,11,9,,32,西屯,0.9,0,良好,,33,2.2
30,0.21,0.2,臺中市,2022/3/24 04:00,24.162197,120.616917,0.3,9.3,9.7,32.1,32,11,9,8,8,,32,西屯,0.9,0,良好,,26,2.4
30,0.21,0.2,臺中市,2022/3/24 03:00,24.162197,120.616917,0.1,9.5,9.6,33.8,32,9,9,8,8,,32,西屯,0.7,0,良好,,23,3
29,0.22,0.2,臺中市,2022/3/24 02:00,24.162197,120.616917,0.4,14.4,14.9,29,31,7,9,7,8,,32,西屯,0.6,0,良好,,20,2.2
30,0.25,0.2,臺中市,2022/3/24 01:00,24.162197,120.616917,0.2,13.8,14.1,30.3,32,9,10,7,8,,32,西屯,1.2,0,良好,,338,1.8
30,0.27,0.2,臺中市,2022/3/24 00:00,24.162197,120.616917,0.3,13.8,14.1,29,32,8,10,6,9,,32,西屯,1.3,0,良好,,20,3
30,0.27,0.2,臺中市,2022/3/23 23:00,24.162197,120.616917,0.1,11.2,11.4,35.2,32,9,11,7,9,,32,西屯,0.9,0,良好,,19,2.4
31,0.28,0.2,臺中市,2022/3/23 22:00,24.162197,120.616917,0.1,12.6,12.8,35.3,32,12,11,9,10,,32,西屯,0.7,0,良好,,12,3
33,0.29,0.2,臺中市,2022/3/23 21:00,24.162197,120.616917,0.1,16,16.1,32.9,33,13,11,10,10,,32,西屯,0.9,0,良好,,9,3.6
34,0.3,0.2,臺中市,2022/3/23 20:00,24.162197,120.616917,0.3,15.9,16.2,32.5,33,11,11,10,10,,32,西屯,0.9,1,良好,,4,2.5
34,0.3,0.2,臺中市,2022/3/23 19:00,24.162197,120.616917,0.4,18.4,18.8,31.2,34,11,12,10,10,,32,西屯,0.8,1,良好,,16,3.8
32,0.3,0.2,臺中市,2022/3/23 18:00,24.162197,120.616917,1.6,18,19.6,29.7,35,11,11,13,10,,32,西屯,1,1,良好,,7,3.2
32,0.26,0.2,臺中市,2022/3/23 17:00,24.162197,120.616917,1.1,17,18.1,32.7,35,14,11,13,9,,32,西屯,0.8,1,良好,,357,3.7
32,0.26,0.2,臺中市,2022/3/23 16:00,24.162197,120.616917,1.7,17,18.7,32.8,35,17,11,13,8,,32,西屯,0.8,1,良好,,358,3.9
31,0.24,0.2,臺中市,2022/3/23 15:00,24.162197,120.616917,1.7,15.3,17,36.2,34,9,11,9,7,,32,西屯,0.7,1,良好,,16,3.4
32,0.23,0.2,臺中市,2022/3/23 14:00,24.162197,120.616917,2,13.7,15.8,37.6,35,8,11,9,7,,32,西屯,0.6,1,良好,,14,3.7
32,0.23,0.2,臺中市,2022/3/23 13:00,24.162197,120.616917,1.8,12.7,14.5,38.4,35,14,12,7,7,,32,西屯,0.7,1,良好,,1,4
31,0.24,0.2,臺中市,2022/3/23 12:00,24.162197,120.616917,1.5,13.7,15.2,38.5,34,18,12,7,8,,32,西屯,0.7,1,良好,,5,4.1
31,0.25,0.2,臺中市,2022/3/23 11:00,24.162197,120.616917,1.5,14.2,15.8,35.1,33,6,11,7,8,,32,西屯,0.8,1,良好,,17,5.4
30,0.24,0.2,臺中市,2022/3/23 10:00,24.162197,120.616917,1.2,16.9,18.1,33.6,32,12,12,6,7,,32,西屯,0.9,1,良好,,20,4.9
32,0.28,0.2,臺中市,2022/3/23 09:00,24.162197,120.616917,1.2,19.4,20.7,29.5,31,9,11,8,7,,32,西屯,0.8,1,良好,,11,3.6
28,0.28,0.2,臺中市,2022/3/23 08:00,24.162197,120.616917,0.6,16.3,16.9,30.8,30,9,12,5,7,,32,西屯,0.8,1,良好,,19,2.3
28,0.21,0.2,臺中市,2022/3/23 07:00,24.162197,120.616917,0.2,10.3,10.6,37.4,29,7,15,1,9,,32,西屯,0.8,1,良好,,21,2.2
34,0.2,0.2,臺中市,2022/3/23 06:00,24.162197,120.616917,0.1,6.8,7,37.9,28,7,17,2,10,,32,西屯,0.6,1,良好,,13,2.5
42,0.2,0.2,臺中市,2022/3/23 05:00,24.162197,120.616917,0.3,8.4,8.7,36.9,26,13,20,7,13,,32,西屯,0.6,1,良好,,22,4.6
48,0.22,0.2,臺中市,2022/3/23 04:00,24.162197,120.616917,0.2,10.9,11.1,25.4,25,21,22,12,15,,32,西屯,0.7,1,良好,,3,4.9
49,0.21,0.2,臺中市,2022/3/23 03:00,24.162197,120.616917,0.2,8.2,8.5,30.8,25,19,21,11,15,,32,西屯,0.8,1,良好,,10,2.4
51,0.23,0.2,臺中市,2022/3/23 02:00,24.162197,120.616917,0.1,13.6,13.7,24.6,24,21,22,18,16,細懸浮微粒,32,西屯,0.8,1,普通,,20,3.3
49,0.3,0.2,臺中市,2022/3/23 01:00,24.162197,120.616917,0.6,14.1,14.7,17.1,24,23,22,19,15,,32,西屯,2.2,1,良好,,8,2.9
47,0.27,0.2,臺中市,2022/3/23 00:00,24.162197,120.616917,0.6,10.6,11.3,23.8,26,16,22,11,15,,32,西屯,2,1,良好,,346,0.9
52,0.25,0.2,臺中市,2022/3/22 23:00,24.162197,120.616917,1.4,12,13.4,28.4,26,20,24,12,16,細懸浮微粒,32,西屯,1.9,1,普通,,16,3
53,0.27,0.2,臺中市,2022/3/22 22:00,24.162197,120.616917,1.9,15,16.9,22.9,27,20,26,16,16,細懸浮微粒,32,西屯,2,1,普通,,18,3.5
53,0.25,0.2,臺中市,2022/3/22 21:00,24.162197,120.616917,1.1,12.1,13.2,29.1,29,22,27,14,16,細懸浮微粒,32,西屯,1.9,1,普通,,3,3.9
53,0.27,0.2,臺中市,2022/3/22 20:00,24.162197,120.616917,1.4,14.6,16,26.7,29,28,28,21,16,細懸浮微粒,32,西屯,1.9,1,普通,,355,4.4
53,0.29,0.2,臺中市,2022/3/22 19:00,24.162197,120.616917,1.2,19.6,20.8,24.3,29,32,28,13,16,細懸浮微粒,32,西屯,2,1,普通,,9,4.5
56,0.32,0.2,臺中市,2022/3/22 18:00,24.162197,120.616917,2,17.1,19.2,25.1,28,30,28,15,18,細懸浮微粒,32,西屯,2,1,普通,,9,3.4
58,0.29,0.2,臺中市,2022/3/22 17:00,24.162197,120.616917,3.9,17.4,21.3,28.9,27,24,29,13,18,細懸浮微粒,32,西屯,2,1,普通,,8,3.2
63,0.3,0.3,臺中市,2022/3/22 16:00,24.162197,120.616917,4.4,17.9,22.4,30.3,25,31,30,23,20,細懸浮微粒,32,西屯,1.9,1,普通,,16,3
62,0.26,0.3,臺中市,2022/3/22 15:00,24.162197,120.616917,4.1,12.1,16.2,35.3,23,28,32,21,20,細懸浮微粒,32,西屯,1.8,1,普通,,12,2.7
64,0.24,0.3,臺中市,2022/3/22 14:00,24.162197,120.616917,3.8,10.9,14.7,36.9,21,32,33,15,21,細懸浮微粒,32,西屯,1.9,1,普通,,5,3.9
66,0.25,0.3,臺中市,2022/3/22 13:00,24.162197,120.616917,5.7,14.7,20.5,29.7,20,23,34,19,22,細懸浮微粒,32,西屯,1.7,1,普通,,9,5.2
68,0.29,0.3,臺中市,2022/3/22 12:00,24.162197,120.616917,8.3,14.9,23.2,24.4,18,31,37,14,22,細懸浮微粒,32,西屯,1.1,1,普通,,15,3.9
71,0.3,0.3,臺中市,2022/3/22 11:00,24.162197,120.616917,9.5,17.9,27.5,18.6,17,24,38,20,24,細懸浮微粒,32,西屯,1.1,1,普通,,12,3.7
71,0.36,0.4,臺中市,2022/3/22 10:00,24.162197,120.616917,10.2,18.3,28.6,12.6,17,27,40,16,24,細懸浮微粒,32,西屯,1.2,1,普通,,24,4
77,0.51,0.4,臺中市,2022/3/22 09:00,24.162197,120.616917,8.1,17.7,25.8,13.6,18,33,45,19,26,細懸浮微粒,32,西屯,1.1,1,普通,,357,1.7
84,0.4,0.4,臺中市,2022/3/22 08:00,24.162197,120.616917,2.2,14.1,16.4,19.4,19,27,49,18,29,細懸浮微粒,32,西屯,0.8,1,普通,,41,1.5
93,0.28,0.4,臺中市,2022/3/22 07:00,24.162197,120.616917,0.8,11.9,12.7,20.7,19,27,56,18,33,細懸浮微粒,32,西屯,0.6,1,普通,,22,2.6
102,0.29,0.4,臺中市,2022/3/22 06:00,24.162197,120.616917,0.6,12.6,13.2,26.6,20,53,63,33,36,細懸浮微粒,32,西屯,1,1,對敏感族群不健康,,29,3.1
102,0.47,0.4,臺中市,2022/3/22 05:00,24.162197,120.616917,0.7,14.7,15.5,13.1,22,58,65,39,36,細懸浮微粒,32,西屯,1.4,1,對敏感族群不健康,,358,1.6
98,0.54,0.4,臺中市,2022/3/22 04:00,24.162197,120.616917,0.7,15,15.7,16.6,26,71,66,43,34,細懸浮微粒,32,西屯,1.4,1,普通,,349,0.4
93,0.54,0.4,臺中市,2022/3/22 03:00,24.162197,120.616917,0.7,17.7,18.4,16.4,29,70,64,40,32,細懸浮微粒,32,西屯,1.5,1,普通,,225,1.2
86,0.54,0.4,臺中市,2022/3/22 02:00,24.162197,120.616917,0.7,18.5,19.3,18.9,33,71,62,37,30,細懸浮微粒,32,西屯,1.6,1,普通,,211,0.9
82,0.48,0.4,臺中市,2022/3/22 01:00,24.162197,120.616917,0.7,19.9,20.7,20.3,37,68,60,32,28,細懸浮微粒,32,西屯,1.2,0,普通,,189,1.8
81,0.52,0.4,臺中市,2022/3/22 00:00,24.162197,120.616917,0.7,20.3,21.1,21.9,41,71,57,34,28,細懸浮微粒,32,西屯,0.9,0,普通,,189,1.4
80,0.43,0.3,臺中市,2022/3/21 23:00,24.162197,120.616917,0.7,14.2,15,33.4,45,65,56,26,27,細懸浮微粒,32,西屯,0.8,0,普通,,222,0.6
80,0.34,0.3,臺中市,2022/3/21 22:00,24.162197,120.616917,0.8,10.6,11.4,41.6,48,58,53,26,27,細懸浮微粒,32,西屯,0.8,0,普通,,29,1.5
81,0.36,0.3,臺中市,2022/3/21 21:00,24.162197,120.616917,0.5,12.3,12.8,40.4,50,57,52,28,28,細懸浮微粒,32,西屯,0.9,0,普通,,332,1.5
79,0.4,0.3,臺中市,2022/3/21 20:00,24.162197,120.616917,0.6,13.5,14.1,44.9,51,70,49,30,27,細懸浮微粒,32,西屯,1.1,0,普通,,338,1
76,0.39,0.3,臺中市,2022/3/21 19:00,24.162197,120.616917,0.6,12.9,13.5,50.4,51,50,43,24,26,細懸浮微粒,32,西屯,1.3,0,普通,,345,1.8
75,0.45,0.3,臺中市,2022/3/21 18:00,24.162197,120.616917,1.1,15.5,16.6,49.3,49,54,42,28,25,細懸浮微粒,32,西屯,1.8,0,普通,,343,1.5
76,0.36,0.3,臺中市,2022/3/21 17:00,24.162197,120.616917,1.3,11.6,13,53.4,47,39,40,24,26,細懸浮微粒,32,西屯,1.6,0,普通,,294,2.5
79,0.26,0.3,臺中市,2022/3/21 16:00,24.162197,120.616917,1.3,9.9,11.2,52.8,43,39,40,22,27,細懸浮微粒,32,西屯,1.2,0,普通,,303,1.9
84,0.29,0.4,臺中市,2022/3/21 15:00,24.162197,120.616917,1.9,11,12.9,57.7,39,44,41,21,29,細懸浮微粒,32,西屯,0.9,0,普通,,316,1.8
90,0.34,0.4,臺中市,2022/3/21 14:00,24.162197,120.616917,2.3,13.7,16.1,58.8,34,42,41,28,31,細懸浮微粒,32,西屯,0.9,0,普通,,314,2
90,0.4,0.4,臺中市,2022/3/21 13:00,24.162197,120.616917,4.1,16.8,20.9,46.6,30,44,41,36,31,細懸浮微粒,32,西屯,1,0,普通,,351,1.5
85,0.42,0.4,臺中市,2022/3/21 12:00,24.162197,120.616917,3.6,17.1,20.7,43.8,29,42,39,32,29,細懸浮微粒,32,西屯,1.3,0,普通,,323,3
82,0.48,0.4,臺中市,2022/3/21 11:00,24.162197,120.616917,6.1,19.7,25.9,36.5,27,45,39,34,28,細懸浮微粒,32,西屯,1.2,0,普通,,169,0.4
82,0.47,0.4,臺中市,2022/3/21 10:00,24.162197,120.616917,6,16.1,22.1,27.4,26,40,39,29,28,細懸浮微粒,32,西屯,1.1,0,普通,,271,0.9
84,0.53,0.3,臺中市,2022/3/21 09:00,24.162197,120.616917,5.1,15.8,20.9,20.5,27,29,40,19,29,細懸浮微粒,32,西屯,0.8,1,普通,,311,1.2
88,0.44,0.3,臺中市,2022/3/21 08:00,24.162197,120.616917,2,13.8,15.8,25,28,28,43,21,30,細懸浮微粒,32,西屯,0.7,1,普通,,31,2.6
94,0.39,0.3,臺中市,2022/3/21 07:00,24.162197,120.616917,1.2,12.2,13.4,20.4,30,38,45,31,33,細懸浮微粒,32,西屯,0.7,1,普通,,348,2.3
98,0.36,0.3,臺中市,2022/3/21 06:00,24.162197,120.616917,0.6,10,10.7,24.6,34,41,48,31,34,細懸浮微粒,32,西屯,0.6,1,普通,,343,0.6
99,0.33,0.3,臺中市,2022/3/21 05:00,24.162197,120.616917,0.5,8.4,9,34.8,36,39,50,25,35,細懸浮微粒,32,西屯,0.6,1,普通,,14,0.5
104,0.35,0.3,臺中市,2022/3/21 04:00,24.162197,120.616917,0.5,8,8.5,32.1,36,37,52,34,36,細懸浮微粒,32,西屯,0.7,1,對敏感族群不健康,,4,1.2
105,0.36,0.4,臺中市,2022/3/21 03:00,24.162197,120.616917,0.5,10.6,11.2,26.8,37,51,56,39,37,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,313,1.1
104,0.37,0.4,臺中市,2022/3/21 02:00,24.162197,120.616917,0.3,9.6,10,32.1,39,47,58,31,37,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,38,0.4
106,0.37,0.4,臺中市,2022/3/21 01:00,24.162197,120.616917,0.7,8.4,9.1,34.6,41,53,61,34,38,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,13,0.7
108,0.35,0.4,臺中市,2022/3/21 00:00,24.162197,120.616917,0.6,6.6,7.3,42.2,44,65,62,40,38,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,5,0.6
106,0.35,0.4,臺中市,2022/3/20 23:00,24.162197,120.616917,0.6,7.3,7.9,48.8,46,70,61,41,38,細懸浮微粒,32,西屯,0.8,1,對敏感族群不健康,,11,2.6
106,0.39,0.4,臺中市,2022/3/20 22:00,24.162197,120.616917,0.4,12.6,13.1,43.8,49,66,60,40,37,細懸浮微粒,32,西屯,0.8,1,對敏感族群不健康,,22,3.4
104,0.51,0.4,臺中市,2022/3/20 21:00,24.162197,120.616917,0.6,18.1,18.7,33,52,65,57,41,37,細懸浮微粒,32,西屯,1,1,對敏感族群不健康,,327,2.4
101,0.5,0.3,臺中市,2022/3/20 20:00,24.162197,120.616917,0.7,15,15.7,38,56,63,55,42,36,細懸浮微粒,32,西屯,1,1,對敏感族群不健康,,3,0.9
94,0.47,0.3,臺中市,2022/3/20 19:00,24.162197,120.616917,0.8,19.6,20.5,42.4,59,68,52,43,33,細懸浮微粒,32,西屯,1.1,1,普通,,36,1.4
88,0.4,0.3,臺中市,2022/3/20 18:00,24.162197,120.616917,1.1,16.9,18.1,49.7,61,57,48,40,31,細懸浮微粒,32,西屯,1,1,普通,,25,0.4
82,0.36,0.3,臺中市,2022/3/20 17:00,24.162197,120.616917,1.3,11.8,13.1,57.3,62,57,48,37,28,細懸浮微粒,32,西屯,1,1,普通,,27,2
77,0.32,0.3,臺中市,2022/3/20 16:00,24.162197,120.616917,1.3,6.4,7.7,62.9,59,44,47,28,26,細懸浮微粒,32,西屯,1.2,1,普通,,333,2.7
75,0.34,0.3,臺中市,2022/3/20 15:00,24.162197,120.616917,1,5.7,6.7,65.7,54,49,47,28,25,細懸浮微粒,32,西屯,1.4,1,普通,,348,3.1
75,0.33,0.3,臺中市,2022/3/20 14:00,24.162197,120.616917,0.9,5,6,71.1,49,56,46,24,25,細懸浮微粒,32,西屯,1.2,1,普通,,344,2.6
77,0.3,0.3,臺中市,2022/3/20 13:00,24.162197,120.616917,0.9,4.9,5.9,67.5,43,51,43,25,26,細懸浮微粒,32,西屯,1.1,1,普通,,299,3
77,0.28,0.3,臺中市,2022/3/20 12:00,24.162197,120.616917,1.1,5.9,7,61,38,42,42,23,26,細懸浮微粒,32,西屯,1.2,1,普通,,332,2.9
79,0.33,0.3,臺中市,2022/3/20 11:00,24.162197,120.616917,1.4,8,9.4,57.5,34,39,42,27,27,細懸浮微粒,32,西屯,1.8,1,普通,,320,2.2
82,0.35,0.3,臺中市,2022/3/20 10:00,24.162197,120.616917,1.5,7.6,9.1,53.6,30,39,43,26,28,細懸浮微粒,32,西屯,2.2,1,普通,,37,1.3
81,0.35,0.3,臺中市,2022/3/20 09:00,24.162197,120.616917,1.9,9.2,11.1,37.7,25,36,45,24,28,細懸浮微粒,32,西屯,1.9,1,普通,,39,2.2
81,0.35,0.3,臺中市,2022/3/20 08:00,24.162197,120.616917,1.8,12.1,14,25.8,22,37,47,26,28,細懸浮微粒,32,西屯,2.4,1,普通,,19,2.2
80,0.37,0.4,臺中市,2022/3/20 07:00,24.162197,120.616917,0.9,11.4,12.3,22.1,22,47,49,31,27,細懸浮微粒,32,西屯,2,1,普通,,18,2
79,0.35,0.4,臺中市,2022/3/20 06:00,24.162197,120.616917,0.6,9.6,10.2,21.9,23,48,49,24,27,細懸浮微粒,32,西屯,1.6,1,普通,,38,0.3
83,0.32,0.4,臺中市,2022/3/20 05:00,24.162197,120.616917,0.5,8.8,9.3,27.3,25,49,49,23,29,細懸浮微粒,32,西屯,1.7,1,普通,,21,0.4
86,0.35,0.4,臺中市,2022/3/20 04:00,24.162197,120.616917,0.7,12,12.8,26.2,27,52,49,24,30,細懸浮微粒,32,西屯,2,1,普通,,52,1.6
88,0.4,0.4,臺中市,2022/3/20 03:00,24.162197,120.616917,0.8,15.2,16,26.1,30,51,49,32,31,細懸浮微粒,32,西屯,2.6,1,普通,,1,2.4
89,0.52,0.4,臺中市,2022/3/20 02:00,24.162197,120.616917,0.7,21,21.8,15.3,34,51,49,38,31,細懸浮微粒,32,西屯,1.4,1,普通,,227,0.4
84,0.53,0.4,臺中市,2022/3/20 01:00,24.162197,120.616917,0.8,20.8,21.6,15.8,40,54,48,33,29,細懸浮微粒,32,西屯,1.9,1,普通,,197,0.4
81,0.47,0.4,臺中市,2022/3/20 00:00,24.162197,120.616917,0.8,17.8,18.7,25.5,47,52,46,31,28,細懸浮微粒,32,西屯,1.8,1,普通,,344,0.4
78,0.49,0.3,臺中市,2022/3/19 23:00,24.162197,120.616917,0.7,17.7,18.5,29.6,54,52,44,37,26,細懸浮微粒,32,西屯,1.7,1,普通,,34,0.3
71,0.47,0.3,臺中市,2022/3/19 22:00,24.162197,120.616917,0.8,18.9,19.7,35.6,61,51,42,29,24,細懸浮微粒,32,西屯,2.1,1,普通,,17,0.3
90,0.44,0.3,臺中市,2022/3/19 21:00,24.162197,120.616917,0.9,16.8,17.7,43.9,67,45,41,27,23,臭氧八小時,32,西屯,1.9,1,普通,,31,0.3
101,0.35,0.3,臺中市,2022/3/19 20:00,24.162197,120.616917,0.9,14.1,15.1,53.9,71,38,41,22,22,臭氧八小時,32,西屯,1.6,1,對敏感族群不健康,,12,0.6
108,0.33,0.3,臺中市,2022/3/19 19:00,24.162197,120.616917,1,15.6,16.6,54.6,73,41,41,20,22,臭氧八小時,32,西屯,1.4,1,對敏感族群不健康,,14,2.1
104,0.33,0.3,臺中市,2022/3/19 18:00,24.162197,120.616917,1.1,13.7,14.8,62.2,72,40,41,21,23,臭氧八小時,32,西屯,1.8,1,對敏感族群不健康,,10,3.6
97,0.35,0.3,臺中市,2022/3/19 17:00,24.162197,120.616917,1.1,8.2,9.4,72.6,69,42,41,20,23,臭氧八小時,32,西屯,2.1,1,普通,,343,2.9
77,0.34,0.4,臺中市,2022/3/19 16:00,24.162197,120.616917,0.9,7.2,8.1,82.9,63,43,40,23,24,臭氧八小時,32,西屯,1.6,1,普通,,317,3
72,0.33,0.4,臺中市,2022/3/19 15:00,24.162197,120.616917,0.8,6.1,6.9,88.3,54,43,39,25,24,細懸浮微粒,32,西屯,1.7,1,普通,,312,2.3
71,0.32,0.4,臺中市,2022/3/19 14:00,24.162197,120.616917,1.2,6.4,7.6,82.9,43,35,39,21,24,細懸浮微粒,32,西屯,2.1,1,普通,,300,1.5
