aqi,co,co_8hr,county,datacreationdate,latitude,longitude,no,no2,nox,o3,o3_8hr,pm10,pm10_avg,pm2.5,pm2.5_avg,pollutant,siteid,sitename,so2,so2_avg,status,unit,winddirec,windspeed
74,0.35,0.4,臺中市,2022/3/19 13:00,24.162197,120.616917,2,10.6,12.7,73.9,34,37,41,19,25,細懸浮微粒,32,西屯,2.6,1,普通,,295,1.7
79,0.38,0.4,臺中市,2022/3/19 12:00,24.162197,120.616917,2.5,13.9,16.4,66.8,26,43,42,27,27,細懸浮微粒,32,西屯,2.1,1,普通,,345,2.6
80,0.4,0.5,臺中市,2022/3/19 11:00,24.162197,120.616917,3.1,13,16.2,52.6,19,46,41,23,27,細懸浮微粒,32,西屯,1.8,1,普通,,13,2.3
80,0.51,0.5,臺中市,2022/3/19 10:00,24.162197,120.616917,5.8,18.7,24.6,33.7,14,50,40,30,27,細懸浮微粒,32,西屯,2,1,普通,,335,2
77,0.63,0.4,臺中市,2022/3/19 09:00,24.162197,120.616917,8.7,20.8,29.6,24.4,13,49,38,32,26,細懸浮微粒,32,西屯,2,1,普通,,60,0.4
75,0.59,0.4,臺中市,2022/3/19 08:00,24.162197,120.616917,11.8,19.7,31.5,9.4,14,36,36,29,25,細懸浮微粒,32,西屯,1.9,1,普通,,358,0.4
73,0.52,0.4,臺中市,2022/3/19 07:00,24.162197,120.616917,4.2,20.3,24.6,5.8,13,39,36,24,25,細懸浮微粒,32,西屯,1.9,1,普通,,357,0.4
73,0.48,0.5,臺中市,2022/3/19 06:00,24.162197,120.616917,1.5,18.9,20.4,5.4,14,40,35,23,24,細懸浮微粒,32,西屯,1.8,1,普通,,50,0.7
71,0.46,0.5,臺中市,2022/3/19 05:00,24.162197,120.616917,1.3,18.7,20,10.6,17,35,33,26,24,細懸浮微粒,32,西屯,2.7,1,普通,,31,0.6
70,0.46,0.5,臺中市,2022/3/19 04:00,24.162197,120.616917,2.1,20.1,22.3,11.7,20,32,31,25,23,細懸浮微粒,32,西屯,2.1,1,普通,,49,2.8
70,0.42,0.5,臺中市,2022/3/19 03:00,24.162197,120.616917,1.6,22.9,24.5,14.9,23,29,33,22,23,細懸浮微粒,32,西屯,1.9,1,普通,,37,0.3
70,0.39,0.5,臺中市,2022/3/19 02:00,24.162197,120.616917,0.8,14.9,15.7,28.8,26,26,35,21,23,細懸浮微粒,32,西屯,1.8,1,普通,,67,0.4
71,0.45,0.5,臺中市,2022/3/19 01:00,24.162197,120.616917,2.1,18.4,20.5,25.8,28,26,37,25,24,細懸浮微粒,32,西屯,1.3,1,普通,,21,2.1
70,0.74,0.5,臺中市,2022/3/19 00:00,24.162197,120.616917,3.7,35.6,39.3,3.1,32,45,38,30,23,細懸浮微粒,32,西屯,1.2,1,普通,,84,0.4
68,0.62,0.4,臺中市,2022/3/18 23:00,24.162197,120.616917,0.7,22.9,23.7,18.5,40,42,37,24,22,細懸浮微粒,32,西屯,1.2,1,普通,,149,0.4
68,0.53,0.4,臺中市,2022/3/18 22:00,24.162197,120.616917,0.7,18.2,19,28.5,45,39,37,24,22,細懸浮微粒,32,西屯,1.6,1,普通,,52,0.3
66,0.49,0.3,臺中市,2022/3/18 21:00,24.162197,120.616917,0.9,17.7,18.7,33,49,39,36,27,22,細懸浮微粒,32,西屯,2,1,普通,,7,1.7
63,0.5,0.3,臺中市,2022/3/18 20:00,24.162197,120.616917,1.7,20.9,22.7,33.9,51,42,35,27,20,細懸浮微粒,32,西屯,1.5,1,普通,,15,2.8
60,0.51,0.3,臺中市,2022/3/18 19:00,24.162197,120.616917,1.1,23.1,24.3,36.4,52,46,35,23,19,細懸浮微粒,32,西屯,1.4,1,普通,,21,2.8
59,0.4,0.2,臺中市,2022/3/18 18:00,24.162197,120.616917,1.2,13.1,14.4,50.7,50,32,33,16,19,細懸浮微粒,32,西屯,1.5,1,普通,,358,2.7
60,0.35,0.2,臺中市,2022/3/18 17:00,24.162197,120.616917,1.3,8.6,9.9,59.5,47,29,34,16,19,細懸浮微粒,32,西屯,1.3,1,普通,,27,3.7
62,0.31,0.3,臺中市,2022/3/18 16:00,24.162197,120.616917,1.3,8,9.4,62.3,42,35,34,14,20,細懸浮微粒,32,西屯,1.1,1,普通,,18,4.1
66,0.3,0.3,臺中市,2022/3/18 15:00,24.162197,120.616917,1.5,7.4,9,62.1,35,31,34,15,22,細懸浮微粒,32,西屯,1.2,1,普通,,357,4.7
72,0.28,0.3,臺中市,2022/3/18 14:00,24.162197,120.616917,1.7,7,8.7,55.1,27,30,36,14,24,細懸浮微粒,32,西屯,1.3,1,普通,,8,4.3
81,0.25,0.3,臺中市,2022/3/18 13:00,24.162197,120.616917,2.2,7.7,10,48.7,20,22,38,14,28,細懸浮微粒,32,西屯,1.3,1,普通,,19,4.5
87,0.24,0.4,臺中市,2022/3/18 12:00,24.162197,120.616917,2.9,8.8,11.7,41.3,14,27,41,18,30,細懸浮微粒,32,西屯,1.1,2,普通,,6,5
94,0.24,0.4,臺中市,2022/3/18 11:00,24.162197,120.616917,2.7,11,13.8,27.6,10,41,45,26,33,細懸浮微粒,32,西屯,1.2,2,普通,,353,4.3
98,0.4,0.4,臺中市,2022/3/18 10:00,24.162197,120.616917,4.1,13.6,17.8,23.3,8,35,47,34,34,細懸浮微粒,32,西屯,2.3,2,普通,,340,1.7
99,0.49,0.4,臺中市,2022/3/18 09:00,24.162197,120.616917,11.2,18.9,30.2,15.6,6,42,50,28,35,細懸浮微粒,32,西屯,1.4,2,普通,,334,1.3
103,0.57,0.4,臺中市,2022/3/18 08:00,24.162197,120.616917,11.7,17.2,29,6.5,6,48,51,33,36,細懸浮微粒,32,西屯,1.2,2,對敏感族群不健康,,113,0.4
104,0.5,0.4,臺中市,2022/3/18 07:00,24.162197,120.616917,14.9,20.1,35,1.7,7,56,52,36,37,細懸浮微粒,32,西屯,1.2,2,對敏感族群不健康,,188,0.4
105,0.49,0.4,臺中市,2022/3/18 06:00,24.162197,120.616917,30.4,26.8,57.2,1.1,9,53,50,39,37,細懸浮微粒,32,西屯,1.2,2,對敏感族群不健康,,191,0.4
103,0.42,0.4,臺中市,2022/3/18 05:00,24.162197,120.616917,7.5,23.6,31.1,2.7,9,56,50,37,36,細懸浮微粒,32,西屯,1.1,2,對敏感族群不健康,,338,0.4
102,0.41,0.4,臺中市,2022/3/18 04:00,24.162197,120.616917,11,21,32.1,5.2,9,54,48,39,36,細懸浮微粒,32,西屯,1.2,2,對敏感族群不健康,,37,0.3
98,0.38,0.4,臺中市,2022/3/18 03:00,24.162197,120.616917,0.8,16.5,17.4,11.6,11,50,47,44,35,細懸浮微粒,32,西屯,1.2,2,普通,,204,0.4
93,0.42,0.4,臺中市,2022/3/18 02:00,24.162197,120.616917,1.1,16.2,17.3,11.5,13,54,46,39,33,細懸浮微粒,32,西屯,1.2,2,普通,,266,0.4
90,0.41,0.4,臺中市,2022/3/18 01:00,24.162197,120.616917,0.3,18.9,19.3,12.7,16,55,45,38,31,細懸浮微粒,32,西屯,1.4,2,普通,,222,0.4
88,0.41,0.4,臺中市,2022/3/18 00:00,24.162197,120.616917,0.4,19.4,19.9,16.1,19,52,43,35,30,細懸浮微粒,32,西屯,1.5,2,普通,,190,0.4
83,0.41,0.4,臺中市,2022/3/17 23:00,24.162197,120.616917,1,23,24.1,12.5,22,43,40,34,28,細懸浮微粒,32,西屯,1.7,2,普通,,185,1.5
79,0.7,0.3,臺中市,2022/3/17 22:00,24.162197,120.616917,2.1,32.3,34.4,5.4,26,46,40,32,27,細懸浮微粒,32,西屯,2.2,2,普通,,179,1.7
75,0.7,0.3,臺中市,2022/3/17 21:00,24.162197,120.616917,3.5,39.5,43,4.1,32,40,38,33,25,細懸浮微粒,32,西屯,3.7,2,普通,,346,0.7
71,0.38,0.3,臺中市,2022/3/17 20:00,24.162197,120.616917,1.2,26.6,27.9,18.4,37,37,38,21,24,細懸浮微粒,32,西屯,3.2,2,普通,,30,0.4
75,0.32,0.3,臺中市,2022/3/17 19:00,24.162197,120.616917,0.6,19.5,20.1,27.1,43,39,39,26,25,細懸浮微粒,32,西屯,1.8,2,普通,,319,1
76,0.28,0.2,臺中市,2022/3/17 18:00,24.162197,120.616917,1.5,17.1,18.7,32.5,45,32,41,19,26,細懸浮微粒,32,西屯,1.4,2,普通,,327,1.4
82,0.22,0.2,臺中市,2022/3/17 17:00,24.162197,120.616917,1.6,12.7,14.3,38,46,34,44,19,28,細懸浮微粒,32,西屯,1.5,2,普通,,304,1.1
89,0.19,0.3,臺中市,2022/3/17 16:00,24.162197,120.616917,1.2,12.2,13.5,42.3,46,34,48,24,31,細懸浮微粒,32,西屯,1.8,2,普通,,351,2
93,0.23,0.3,臺中市,2022/3/17 15:00,24.162197,120.616917,1.7,15.5,17.2,46.8,44,49,52,26,32,細懸浮微粒,32,西屯,2.7,2,普通,,325,2.5
96,0.3,0.3,臺中市,2022/3/17 14:00,24.162197,120.616917,2.5,17.5,20,48,42,46,53,31,34,細懸浮微粒,32,西屯,4,2,普通,,321,2.1
100,0.56,0.3,臺中市,2022/3/17 13:00,24.162197,120.616917,2.6,20,22.6,48.4,38,,56,29,35,細懸浮微粒,32,西屯,8.5,2,普通,,311,1.7
108,,0.3,臺中市,2022/3/17 12:00,24.162197,120.616917,,,,61.1,33,,58,26,38,細懸浮微粒,32,西屯,,1,對敏感族群不健康,,321,1.3
120,0.28,0.3,臺中市,2022/3/17 11:00,24.162197,120.616917,2.8,16.6,19.5,,28,46,61,,43,細懸浮微粒,32,西屯,2.9,1,對敏感族群不健康,,319,0.7
121,0.28,0.3,臺中市,2022/3/17 10:00,24.162197,120.616917,2.6,17.1,19.8,40.2,28,49,64,32,43,細懸浮微粒,32,西屯,2.7,1,對敏感族群不健康,,117,2
125,0.39,0.3,臺中市,2022/3/17 09:00,24.162197,120.616917,2.2,16.3,18.6,37.4,26,52,67,36,45,細懸浮微粒,32,西屯,3.4,1,對敏感族群不健康,,179,1.5
134,0.38,0.3,臺中市,2022/3/17 08:00,24.162197,120.616917,1.7,17,18.7,32,24,62,72,43,48,細懸浮微粒,32,西屯,3,1,對敏感族群不健康,,53,0.4
140,0.3,0.3,臺中市,2022/3/17 07:00,24.162197,120.616917,0.3,14.7,15,29.4,23,53,76,35,50,細懸浮微粒,32,西屯,1.9,1,對敏感族群不健康,,315,0.4
149,0.32,0.4,臺中市,2022/3/17 06:00,24.162197,120.616917,3.9,17,21,23,23,62,81,38,54,細懸浮微粒,32,西屯,1.7,1,對敏感族群不健康,,153,0.4
152,0.36,0.4,臺中市,2022/3/17 05:00,24.162197,120.616917,0.9,19.1,20.1,13.6,24,82,85,58,57,細懸浮微粒,32,西屯,1.4,1,對所有族群不健康,,182,0.3
153,0.34,0.4,臺中市,2022/3/17 04:00,24.162197,120.616917,0.3,12.8,13.1,23.1,26,81,88,53,58,細懸浮微粒,32,西屯,1.6,1,對所有族群不健康,,215,0.9
154,0.34,0.4,臺中市,2022/3/17 03:00,24.162197,120.616917,0.3,12,12.4,26.8,28,78,90,51,60,細懸浮微粒,32,西屯,1.6,1,對所有族群不健康,,215,1.2
154,0.36,0.5,臺中市,2022/3/17 02:00,24.162197,120.616917,0.3,12,12.4,27.7,29,87,91,58,61,細懸浮微粒,32,西屯,1.2,1,對所有族群不健康,,207,0.4
154,0.46,0.5,臺中市,2022/3/17 01:00,24.162197,120.616917,0.3,18.3,18.7,24.1,32,103,90,67,60,細懸浮微粒,32,西屯,1,1,對所有族群不健康,,198,1.9
152,0.58,0.5,臺中市,2022/3/17 00:00,24.162197,120.616917,0.3,20.6,21,23.6,37,103,85,69,57,細懸浮微粒,32,西屯,1,1,對所有族群不健康,,194,2
152,0.54,0.5,臺中市,2022/3/16 23:00,24.162197,120.616917,0.2,22,22.2,28.1,42,91,84,60,56,細懸浮微粒,32,西屯,1.3,1,對所有族群不健康,,218,0.8
152,0.51,0.4,臺中市,2022/3/16 22:00,24.162197,120.616917,0.4,23.8,24.3,28.3,46,82,85,55,57,細懸浮微粒,32,西屯,1.4,1,對所有族群不健康,,231,0.4
153,0.54,0.4,臺中市,2022/3/16 21:00,24.162197,120.616917,0.3,25.3,25.6,33.7,50,78,84,53,58,細懸浮微粒,32,西屯,1.8,1,對所有族群不健康,,177,1.4
153,0.61,0.4,臺中市,2022/3/16 20:00,24.162197,120.616917,0.3,27.4,27.8,33.2,54,101,85,65,58,細懸浮微粒,32,西屯,1.9,1,對所有族群不健康,,173,1.2
152,0.61,0.4,臺中市,2022/3/16 19:00,24.162197,120.616917,0.5,30,30.6,37.3,59,101,82,69,56,細懸浮微粒,32,西屯,1.4,1,對所有族群不健康,,189,0.7
147,0.49,0.4,臺中市,2022/3/16 18:00,24.162197,120.616917,0.8,20,20.9,54.2,62,78,77,58,53,細懸浮微粒,32,西屯,1,1,對敏感族群不健康,,316,0.5
140,0.42,0.4,臺中市,2022/3/16 17:00,24.162197,120.616917,1.3,18.3,19.6,59,61,84,75,54,50,細懸浮微粒,32,西屯,1.3,1,對敏感族群不健康,,326,0.7
137,0.42,0.4,臺中市,2022/3/16 16:00,24.162197,120.616917,1.3,13.6,14.9,64.4,55,73,73,55,49,細懸浮微粒,32,西屯,1.4,1,對敏感族群不健康,,312,2.1
133,0.37,0.4,臺中市,2022/3/16 15:00,24.162197,120.616917,1.7,12.7,14.4,63.3,48,68,73,46,48,細懸浮微粒,32,西屯,1.3,1,對敏感族群不健康,,325,2.3
139,0.34,0.4,臺中市,2022/3/16 14:00,24.162197,120.616917,1.9,13.7,15.7,59.5,42,64,76,38,50,細懸浮微粒,32,西屯,1.3,1,對敏感族群不健康,,347,2.8
145,0.35,0.5,臺中市,2022/3/16 13:00,24.162197,120.616917,1.5,16.3,17.9,66.2,34,70,78,46,52,細懸浮微粒,32,西屯,1.7,1,對敏感族群不健康,,299,3.5
148,0.38,0.5,臺中市,2022/3/16 12:00,24.162197,120.616917,1.4,13.8,15.2,75.5,27,71,79,47,54,細懸浮微粒,32,西屯,2,1,對敏感族群不健康,,161,1.1
152,0.48,0.5,臺中市,2022/3/16 11:00,24.162197,120.616917,2.5,18.4,20.9,59,19,95,83,66,56,細懸浮微粒,32,西屯,1.9,1,對所有族群不健康,,9,0.8
149,0.48,0.4,臺中市,2022/3/16 10:00,24.162197,120.616917,4.9,19.9,24.9,42,13,79,82,52,54,細懸浮微粒,32,西屯,1.7,1,對敏感族群不健康,,170,1.2
147,0.72,0.4,臺中市,2022/3/16 09:00,24.162197,120.616917,12.4,26.2,38.6,17.4,9,85,81,58,53,細懸浮微粒,32,西屯,1.6,1,對敏感族群不健康,,174,0.9
143,0.65,0.4,臺中市,2022/3/16 08:00,24.162197,120.616917,11.8,24.7,36.6,6.6,8,96,79,60,52,細懸浮微粒,32,西屯,1.3,1,對敏感族群不健康,,222,0.5
137,0.5,0.4,臺中市,2022/3/16 07:00,24.162197,120.616917,1.7,19.8,21.6,9.8,9,96,75,61,49,細懸浮微粒,32,西屯,1.1,1,對敏感族群不健康,,161,0.4
127,0.47,0.4,臺中市,2022/3/16 06:00,24.162197,120.616917,6.9,24.3,31.2,3.3,12,73,68,49,46,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,152,0.5
126,0.41,0.4,臺中市,2022/3/16 05:00,24.162197,120.616917,0.9,18.7,19.7,7.3,15,73,67,50,45,細懸浮微粒,32,西屯,0.6,1,對敏感族群不健康,,170,0.3
124,0.38,0.4,臺中市,2022/3/16 04:00,24.162197,120.616917,0.6,15,15.7,11,19,73,66,47,44,細懸浮微粒,32,西屯,0.7,1,對敏感族群不健康,,350,0.9
125,0.38,0.4,臺中市,2022/3/16 03:00,24.162197,120.616917,0.4,15.5,16,12.2,23,54,66,42,45,細懸浮微粒,32,西屯,0.8,1,對敏感族群不健康,,26,1.7
125,0.45,0.4,臺中市,2022/3/16 02:00,24.162197,120.616917,0.7,19.6,20.4,8.9,27,64,69,46,45,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,47,1.8
122,0.47,0.4,臺中市,2022/3/16 01:00,24.162197,120.616917,0.6,18.9,19.5,10.6,32,67,71,46,44,細懸浮微粒,32,西屯,1,1,對敏感族群不健康,,351,0.4
120,0.48,0.4,臺中市,2022/3/16 00:00,24.162197,120.616917,1.3,20.8,22.2,16.3,38,75,71,52,43,細懸浮微粒,32,西屯,1.1,1,對敏感族群不健康,,350,0.6
114,0.43,0.3,臺中市,2022/3/15 23:00,24.162197,120.616917,0.6,15.5,16.2,27.6,44,73,70,45,41,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,22,0.6
108,0.41,0.3,臺中市,2022/3/15 22:00,24.162197,120.616917,0.4,14.7,15.2,32.3,48,72,68,41,38,細懸浮微粒,32,西屯,0.7,1,對敏感族群不健康,,19,1.3
106,0.39,0.3,臺中市,2022/3/15 21:00,24.162197,120.616917,0.6,16.3,16.9,37.8,53,72,66,42,37,細懸浮微粒,32,西屯,0.8,1,對敏感族群不健康,,21,2.1
103,0.38,0.3,臺中市,2022/3/15 20:00,24.162197,120.616917,0.6,18.7,19.3,41.1,57,68,65,40,36,細懸浮微粒,32,西屯,0.9,1,對敏感族群不健康,,31,2.8
103,0.4,0.3,臺中市,2022/3/15 19:00,24.162197,120.616917,1.1,22.6,23.7,42.5,59,70,64,34,36,細懸浮微粒,32,西屯,0.8,1,對敏感族群不健康,,14,2.4
102,0.39,0.3,臺中市,2022/3/15 18:00,24.162197,120.616917,1.7,20.8,22.5,49.4,62,68,61,41,36,細懸浮微粒,32,西屯,1,1,對敏感族群不健康,,0,3.3
96,0.34,0.2,臺中市,2022/3/15 17:00,24.162197,120.616917,1.9,14,16,61.4,61,70,62,42,34,細懸浮微粒,32,西屯,1.1,1,普通,,30,3.4
91,0.31,0.3,臺中市,2022/3/15 16:00,24.162197,120.616917,,,,62.2,55,72,57,44,32,細懸浮微粒,32,西屯,1.3,1,普通,,341,2.5
85,0.27,0.3,臺中市,2022/3/15 15:00,24.162197,120.616917,,,,64.9,47,62,55,36,30,細懸浮微粒,32,西屯,1.3,1,普通,,354,3
81,,0.3,臺中市,2022/3/15 14:00,24.162197,120.616917,,,,69,37,88,51,33,28,細懸浮微粒,32,西屯,,1,普通,,344,4.5
75,,0.3,臺中市,2022/3/15 13:00,24.162197,120.616917,,,,67.9,27,48,41,35,25,細懸浮微粒,32,西屯,,1,普通,,342,3.1
67,0.31,0.3,臺中市,2022/3/15 12:00,24.162197,120.616917,1.8,12.7,14.6,,17,,41,,22,細懸浮微粒,32,西屯,1.7,1,普通,,334,2.6
70,,0.3,臺中市,2022/3/15 11:00,24.162197,120.616917,,,,,15,41,41,25,23,細懸浮微粒,32,西屯,,1,普通,,,
67,0.26,0.3,臺中市,2022/3/15 10:00,24.162197,120.616917,3.5,10.7,14.2,44.3,13,38,40,21,22,細懸浮微粒,32,西屯,1.7,1,普通,,353,3.1
66,0.41,0.3,臺中市,2022/3/15 09:00,24.162197,120.616917,7,17.6,24.6,24,8,46,39,20,21,細懸浮微粒,32,西屯,2.2,1,普通,,22,1.5
64,0.46,0.3,臺中市,2022/3/15 08:00,24.162197,120.616917,8.2,21.8,30.1,14.2,5,41,36,27,21,細懸浮微粒,32,西屯,1.7,1,普通,,46,2.1
61,0.32,0.3,臺中市,2022/3/15 07:00,24.162197,120.616917,7.4,20.2,27.7,5.1,4,29,35,17,20,細懸浮微粒,32,西屯,1.1,1,普通,,32,0.4
66,0.24,0.4,臺中市,2022/3/15 06:00,24.162197,120.616917,2.1,18.6,20.8,7.1,4,28,40,16,22,細懸浮微粒,32,西屯,1.1,1,普通,,32,0.4
69,0.22,0.4,臺中市,2022/3/15 05:00,24.162197,120.616917,1.6,16.1,17.7,12.1,6,29,44,18,23,細懸浮微粒,32,西屯,1.4,1,普通,,358,0.3
71,0.33,0.4,臺中市,2022/3/15 04:00,24.162197,120.616917,18.2,27.6,45.8,2,8,34,47,20,24,細懸浮微粒,32,西屯,1.2,1,普通,,48,1.5
73,0.53,0.4,臺中市,2022/3/15 03:00,24.162197,120.616917,17.1,32.8,49.9,1,12,70,48,32,25,細懸浮微粒,32,西屯,1.3,1,普通,,24,0.3
68,0.5,0.4,臺中市,2022/3/15 02:00,24.162197,120.616917,9.2,32.1,41.3,2.6,16,54,43,25,23,細懸浮微粒,32,西屯,1.3,1,普通,,23,0.3
67,0.52,0.3,臺中市,2022/3/15 01:00,24.162197,120.616917,6.5,35.8,42.3,3,21,46,40,27,22,細懸浮微粒,32,西屯,1.4,1,普通,,312,0.4
61,0.49,0.3,臺中市,2022/3/15 00:00,24.162197,120.616917,5,37.2,42.2,2.8,28,44,39,28,20,細懸浮微粒,32,西屯,1.5,1,普通,,25,0.4
58,0.53,0.2,臺中市,2022/3/14 23:00,24.162197,120.616917,7.3,33,40.3,7.5,34,43,37,22,18,細懸浮微粒,32,西屯,1.7,1,普通,,21,0.3
57,0.36,0.2,臺中市,2022/3/14 22:00,24.162197,120.616917,0.6,22.1,22.7,24,39,43,36,23,18,細懸浮微粒,32,西屯,1.7,1,普通,,55,0.4
56,0.31,0.2,臺中市,2022/3/14 21:00,24.162197,120.616917,0.5,17.8,18.4,25,42,42,36,14,18,細懸浮微粒,32,西屯,1.7,1,普通,,3,1.2
58,0.28,0.2,臺中市,2022/3/14 20:00,24.162197,120.616917,0.5,15.8,16.3,30.9,45,31,36,18,18,細懸浮微粒,32,西屯,1.3,1,普通,,17,1.2
58,0.27,0.2,臺中市,2022/3/14 19:00,24.162197,120.616917,0.3,12.8,13.1,34.7,47,34,37,18,18,細懸浮微粒,32,西屯,1.1,1,普通,,22,2.6
57,0.23,0.2,臺中市,2022/3/14 18:00,24.162197,120.616917,0.6,10.4,11.1,45.5,47,36,36,18,18,細懸浮微粒,32,西屯,1.2,1,普通,,343,1.4
55,0.2,0.2,臺中市,2022/3/14 17:00,24.162197,120.616917,1.1,8.9,10,53.7,44,44,35,16,17,細懸浮微粒,32,西屯,1.3,1,普通,,335,1.6
55,0.18,0.3,臺中市,2022/3/14 16:00,24.162197,120.616917,1.2,8.5,9.8,55.2,39,32,32,15,17,細懸浮微粒,32,西屯,1.1,1,普通,,329,1.9
57,0.17,0.3,臺中市,2022/3/14 15:00,24.162197,120.616917,1.1,7.4,8.6,50.6,33,25,33,14,18,細懸浮微粒,32,西屯,1.1,1,普通,,356,1.6
62,0.17,0.4,臺中市,2022/3/14 14:00,24.162197,120.616917,1.9,8.9,10.9,44.3,27,26,36,11,20,細懸浮微粒,32,西屯,1,1,普通,,277,0.9
68,0.22,0.4,臺中市,2022/3/14 13:00,24.162197,120.616917,1.8,10.9,12.8,46.1,22,31,41,15,22,細懸浮微粒,32,西屯,1.5,1,普通,,48,2.3
74,0.27,0.4,臺中市,2022/3/14 12:00,24.162197,120.616917,2.1,12.8,14.9,45.9,17,38,43,22,25,細懸浮微粒,32,西屯,1.8,1,普通,,323,2.2
75,0.33,0.4,臺中市,2022/3/14 11:00,24.162197,120.616917,5,19.8,24.9,35.4,14,46,44,29,25,細懸浮微粒,32,西屯,2.4,1,普通,,338,1.7
72,0.55,0.4,臺中市,2022/3/14 10:00,24.162197,120.616917,7.8,25.8,33.7,26.8,11,62,43,27,24,細懸浮微粒,32,西屯,2.6,1,普通,,44,0.4
70,0.68,0.3,臺中市,2022/3/14 09:00,24.162197,120.616917,16.3,27.7,44.1,12.8,10,47,39,29,23,細懸浮微粒,32,西屯,1.7,1,普通,,21,0.4
65,0.54,0.3,臺中市,2022/3/14 08:00,24.162197,120.616917,21.5,20.7,42.3,4.8,10,42,36,25,21,細懸浮微粒,32,西屯,1.2,1,普通,,35,0.4
61,0.45,0.3,臺中市,2022/3/14 07:00,24.162197,120.616917,13.5,21.5,35,1.8,11,38,34,24,20,細懸浮微粒,32,西屯,1.2,1,普通,,184,0.4
58,0.33,0.3,臺中市,2022/3/14 06:00,24.162197,120.616917,6.5,17.6,24.1,8.2,12,35,32,20,18,細懸浮微粒,32,西屯,1.2,1,普通,,48,0.4
